Date of Test Executed,Project ID,Project Name,User ID,User Agent,Testing Scope,Testing Scope Status,Test Case ID,Test Case,Test Case Status,Request Method,Requested Source,Test Case Outcome Message,Error Message,Actual Test Case Outcome,Reason for failure/success,Response Size,Findings (Affected Components),Severity ratings
"Tue, 22 Oct 2024 02:27:48 GMT",PRJ-087,Test Case 258,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-258,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Critical
,PRJ-034,Test Case 259,USER-084,,WEB,In progress,TC-259,User profile page,Not Started,,,,,,,,Session management,Critical
,PRJ-019,Test Case 260,USER-088,,WEB,Not started,TC-260,User profile page,Not Started,,,,,,,,Login form,Critical
"Tue, 22 Oct 2024 02:27:52 GMT",PRJ-041,Test Case 261,USER-054,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-261,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Critical
,PRJ-095,Test Case 262,USER-094,,WEB,Not started,TC-262,Session management,Not Started,,,,,,,,Payment gateway,Critical
,PRJ-068,Test Case 263,USER-049,,APP,In progress,TC-263,Session management,Not Started,,,,,,,,Payment gateway,High
"Tue, 22 Oct 2024 02:27:56 GMT",PRJ-087,Test Case 264,USER-099,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-264,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,High
,PRJ-029,Test Case 265,USER-039,,APP,In progress,TC-265,Payment gateway,Not Started,,,,,,,,Database,High
"Tue, 22 Oct 2024 02:28:00 GMT",PRJ-072,Test Case 266,USER-093,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-266,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Critical
"Tue, 22 Oct 2024 02:28:04 GMT",PRJ-051,Test Case 267,USER-045,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-267,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,High
"Tue, 22 Oct 2024 02:28:08 GMT",PRJ-057,Test Case 268,USER-084,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-268,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,High
,PRJ-072,Test Case 269,USER-090,,APP,Not started,TC-269,Session management,Not Started,,,,,,,,Session management,Medium
,PRJ-032,Test Case 270,USER-007,,WEB,Not started,TC-270,Login form,Not Started,,,,,,,,Database,High
,PRJ-092,Test Case 271,USER-061,,WEB,Not started,TC-271,Session management,Not Started,,,,,,,,User profile page,Critical
,PRJ-084,Test Case 272,USER-061,,APP,In progress,TC-272,Payment gateway,Not Started,,,,,,,,Payment gateway,Low
,PRJ-099,Test Case 273,USER-012,,WEB,Not started,TC-273,Database,Not Started,,,,,,,,User profile page,Low
"Tue, 22 Oct 2024 02:28:12 GMT",PRJ-051,Test Case 274,USER-064,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-274,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Low
"Tue, 22 Oct 2024 02:28:17 GMT",PRJ-043,Test Case 275,USER-037,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-275,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
,PRJ-025,Test Case 276,USER-015,,APP,In progress,TC-276,Payment gateway,Not Started,,,,,,,,User profile page,Low
,PRJ-095,Test Case 277,USER-044,,APP,Not started,TC-277,Session management,Not Started,,,,,,,,Database,Critical
"Tue, 22 Oct 2024 02:28:21 GMT",PRJ-066,Test Case 278,USER-042,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-278,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Medium
,PRJ-062,Test Case 279,USER-042,,WEB,In progress,TC-279,Database,Not Started,,,,,,,,User profile page,Critical
"Tue, 22 Oct 2024 02:28:25 GMT",PRJ-097,Test Case 280,USER-035,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-280,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,High
,PRJ-084,Test Case 281,USER-047,,WEB,Not started,TC-281,Database,Not Started,,,,,,,,Payment gateway,Medium
,PRJ-052,Test Case 282,USER-088,,APP,In progress,TC-282,Payment gateway,Not Started,,,,,,,,Session management,Medium
,PRJ-029,Test Case 283,USER-018,,APP,In progress,TC-283,Session management,Not Started,,,,,,,,Payment gateway,Critical
,PRJ-090,Test Case 284,USER-071,,APP,Not started,TC-284,Session management,Not Started,,,,,,,,Login form,Critical
,PRJ-068,Test Case 285,USER-091,,APP,Not started,TC-285,Login form,Not Started,,,,,,,,Session management,Medium
,PRJ-074,Test Case 286,USER-069,,WEB,In progress,TC-286,Session management,Not Started,,,,,,,,Database,Low
,PRJ-088,Test Case 287,USER-027,,APP,In progress,TC-287,Login form,Not Started,,,,,,,,Database,Medium
,PRJ-066,Test Case 288,USER-054,,APP,In progress,TC-288,Payment gateway,Not Started,,,,,,,,Login form,Critical
,PRJ-033,Test Case 289,USER-001,,WEB,Not started,TC-289,Database,Not Started,,,,,,,,Payment gateway,Low
"Tue, 22 Oct 2024 02:28:29 GMT",PRJ-070,Test Case 290,USER-008,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-290,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Medium
"Tue, 22 Oct 2024 02:28:33 GMT",PRJ-099,Test Case 291,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-291,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Critical
"Tue, 22 Oct 2024 02:28:37 GMT",PRJ-011,Test Case 292,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-292,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Critical
,PRJ-068,Test Case 293,USER-017,,WEB,Not started,TC-293,Payment gateway,Not Started,,,,,,,,Database,Critical
,PRJ-069,Test Case 294,USER-049,,WEB,In progress,TC-294,Payment gateway,Not Started,,,,,,,,User profile page,High
,PRJ-025,Test Case 295,USER-093,,WEB,In progress,TC-295,Session management,Not Started,,,,,,,,Login form,Medium
,PRJ-027,Test Case 296,USER-009,,WEB,In progress,TC-296,Session management,Not Started,,,,,,,,Login form,Medium
"Tue, 22 Oct 2024 02:28:41 GMT",PRJ-095,Test Case 297,USER-006,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-297,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Low
,PRJ-018,Test Case 298,USER-065,,APP,In progress,TC-298,Session management,Not Started,,,,,,,,Session management,High
,PRJ-031,Test Case 299,USER-039,,WEB,In progress,TC-299,Payment gateway,Not Started,,,,,,,,Payment gateway,Low
"Tue, 22 Oct 2024 02:28:45 GMT",PRJ-072,Test Case 300,USER-076,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-300,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,High
"Tue, 22 Oct 2024 02:28:46 GMT",PRJ-083,Test Case 301,USER-086,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-301,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Medium
"Tue, 22 Oct 2024 02:28:47 GMT",PRJ-039,Test Case 302,USER-049,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-302,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
"Tue, 22 Oct 2024 02:28:49 GMT",PRJ-060,Test Case 303,USER-008,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-303,Session management,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Critical
"Tue, 22 Oct 2024 02:28:50 GMT",PRJ-032,Test Case 304,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-304,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,High
,PRJ-012,Test Case 305,USER-069,,WEB,In progress,TC-305,Database,Not Started,,,,,,,,Session management,Low
"Tue, 22 Oct 2024 02:28:51 GMT",PRJ-010,Test Case 306,USER-025,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-306,Payment gateway,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Low
"Tue, 22 Oct 2024 02:28:52 GMT",PRJ-028,Test Case 307,USER-025,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-307,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Critical
"Tue, 22 Oct 2024 02:28:53 GMT",PRJ-031,Test Case 308,USER-071,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-308,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,High
"Tue, 22 Oct 2024 02:28:54 GMT",PRJ-040,Test Case 309,USER-034,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-309,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,High
"Tue, 22 Oct 2024 02:28:55 GMT",PRJ-027,Test Case 310,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-310,Session management,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Medium
"Tue, 22 Oct 2024 02:28:56 GMT",PRJ-003,Test Case 311,USER-034,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-311,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
"Tue, 22 Oct 2024 02:28:57 GMT",PRJ-049,Test Case 312,USER-073,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-312,Payment gateway,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Critical
"Tue, 22 Oct 2024 02:28:58 GMT",PRJ-093,Test Case 313,USER-083,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-313,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
,PRJ-093,Test Case 314,USER-070,,APP,Not started,TC-314,Session management,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:28:59 GMT",PRJ-086,Test Case 315,USER-007,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-315,User profile page,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Medium
"Tue, 22 Oct 2024 02:29:00 GMT",PRJ-002,Test Case 316,USER-028,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-316,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
,PRJ-085,Test Case 317,USER-063,,WEB,In progress,TC-317,Login form,Not Started,,,,,,,,Login form,High
"Tue, 22 Oct 2024 02:29:01 GMT",PRJ-069,Test Case 318,USER-037,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-318,Login form,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Medium
"Tue, 22 Oct 2024 02:29:02 GMT",PRJ-031,Test Case 319,USER-025,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-319,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,High
,PRJ-052,Test Case 320,USER-059,,WEB,In progress,TC-320,Login form,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:29:03 GMT",PRJ-052,Test Case 321,USER-049,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-321,Login form,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Low
,PRJ-064,Test Case 322,USER-056,,APP,Not started,TC-322,User profile page,Not Started,,,,,,,,User profile page,Critical
"Tue, 22 Oct 2024 02:29:04 GMT",PRJ-035,Test Case 323,USER-006,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-323,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
,PRJ-041,Test Case 324,USER-003,,WEB,In progress,TC-324,Login form,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:29:05 GMT",PRJ-073,Test Case 325,USER-031,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-325,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,High
,PRJ-007,Test Case 326,USER-013,,APP,Not started,TC-326,Payment gateway,Not Started,,,,,,,,Session management,Critical
"Tue, 22 Oct 2024 02:29:06 GMT",PRJ-042,Test Case 327,USER-004,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-327,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
,PRJ-056,Test Case 328,USER-024,,APP,In progress,TC-328,User profile page,Not Started,,,,,,,,Login form,Low
,PRJ-035,Test Case 329,USER-020,,APP,In progress,TC-329,Payment gateway,Not Started,,,,,,,,Payment gateway,Low
"Tue, 22 Oct 2024 02:29:07 GMT",PRJ-012,Test Case 330,USER-001,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-330,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
"Tue, 22 Oct 2024 02:29:08 GMT",PRJ-012,Test Case 331,USER-024,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-331,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
"Tue, 22 Oct 2024 02:29:09 GMT",PRJ-014,Test Case 332,USER-004,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-332,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,High
"Tue, 22 Oct 2024 02:29:10 GMT",PRJ-050,Test Case 333,USER-002,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-333,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
"Tue, 22 Oct 2024 02:29:11 GMT",PRJ-074,Test Case 334,USER-067,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-334,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
,PRJ-035,Test Case 335,USER-064,,WEB,Not started,TC-335,Database,Not Started,,,,,,,,Payment gateway,Critical
"Tue, 22 Oct 2024 02:29:13 GMT",PRJ-039,Test Case 336,USER-062,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-336,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Medium
"Tue, 22 Oct 2024 02:29:14 GMT",PRJ-059,Test Case 337,USER-014,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-337,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
"Tue, 22 Oct 2024 02:29:15 GMT",PRJ-043,Test Case 338,USER-057,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-338,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
"Tue, 22 Oct 2024 02:29:16 GMT",PRJ-042,Test Case 339,USER-078,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-339,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,High
,PRJ-038,Test Case 340,USER-095,,APP,In progress,TC-340,Database,Not Started,,,,,,,,Payment gateway,Critical
,PRJ-047,Test Case 341,USER-015,,WEB,Not started,TC-341,Database,Not Started,,,,,,,,User profile page,Critical
"Tue, 22 Oct 2024 02:29:17 GMT",PRJ-038,Test Case 342,USER-089,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-342,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
"Tue, 22 Oct 2024 02:29:18 GMT",PRJ-031,Test Case 343,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-343,Login form,Completed,GET,/,Fail,HTTP/1.1 101 Switching Protocols,,,,Database,Critical
,PRJ-075,Test Case 344,USER-052,,APP,In progress,TC-344,Session management,Not Started,,,,,,,,Session management,Low
"Tue, 22 Oct 2024 01:35:03 GMT",PRJ-014,Test Case 345,USER-099,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-345,Session management,Completed,GET,/v1/buckets/monitor/collections/changes/changeset?_expected=%221729557103873%22,Pass,,,,30545,Login form,Critical
,PRJ-097,Test Case 346,USER-043,,APP,Not started,TC-346,Login form,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:29:18 GMT",PRJ-066,Test Case 347,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-347,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Medium
,PRJ-045,Test Case 348,USER-004,,APP,In progress,TC-348,Database,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:29:19 GMT",PRJ-094,Test Case 349,USER-019,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-349,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Critical
"Tue, 22 Oct 2024 02:29:20 GMT",PRJ-045,Test Case 350,USER-061,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-350,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Low
,PRJ-039,Test Case 351,USER-006,,WEB,In progress,TC-351,Login form,Not Started,,,,,,,,User profile page,Medium
"Tue, 22 Oct 2024 02:29:21 GMT",PRJ-067,Test Case 352,USER-023,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-352,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Medium
,PRJ-052,Test Case 353,USER-081,,WEB,In progress,TC-353,Database,Not Started,,,,,,,,Login form,Medium
"Tue, 22 Oct 2024 02:29:22 GMT",PRJ-058,Test Case 354,USER-076,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-354,User profile page,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,High
,PRJ-097,Test Case 355,USER-091,,WEB,Not started,TC-355,Payment gateway,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:29:23 GMT",PRJ-059,Test Case 356,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-356,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
"Tue, 22 Oct 2024 02:29:24 GMT",PRJ-079,Test Case 357,USER-051,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-357,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Medium
,PRJ-087,Test Case 358,USER-091,,APP,Not started,TC-358,Payment gateway,Not Started,,,,,,,,Login form,Medium
"Tue, 22 Oct 2024 02:29:25 GMT",PRJ-040,Test Case 359,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-359,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
"Tue, 22 Oct 2024 02:29:26 GMT",PRJ-054,Test Case 360,USER-077,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-360,User profile page,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Medium
"Tue, 22 Oct 2024 02:29:27 GMT",PRJ-072,Test Case 361,USER-022,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-361,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
,PRJ-080,Test Case 362,USER-007,,APP,In progress,TC-362,User profile page,Not Started,,,,,,,,User profile page,Critical
"Tue, 22 Oct 2024 02:29:28 GMT",PRJ-072,Test Case 363,USER-065,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-363,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Critical
,PRJ-063,Test Case 364,USER-022,,WEB,Not started,TC-364,Payment gateway,Not Started,,,,,,,,Login form,High
,PRJ-029,Test Case 365,USER-069,,APP,In progress,TC-365,Session management,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:29:29 GMT",PRJ-074,Test Case 366,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-366,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Medium
"Tue, 22 Oct 2024 02:29:30 GMT",PRJ-055,Test Case 367,USER-014,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-367,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,High
,PRJ-012,Test Case 368,USER-057,,WEB,Not started,TC-368,Session management,Not Started,,,,,,,,Payment gateway,Critical
,PRJ-022,Test Case 369,USER-079,,WEB,Not started,TC-369,Login form,Not Started,,,,,,,,Session management,High
"Tue, 22 Oct 2024 02:29:31 GMT",PRJ-069,Test Case 370,USER-036,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-370,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
,PRJ-066,Test Case 371,USER-087,,WEB,In progress,TC-371,Login form,Not Started,,,,,,,,Payment gateway,Medium
,PRJ-090,Test Case 372,USER-017,,WEB,In progress,TC-372,User profile page,Not Started,,,,,,,,Database,Critical
"Tue, 22 Oct 2024 02:29:32 GMT",PRJ-019,Test Case 373,USER-074,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-373,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Low
"Tue, 22 Oct 2024 02:29:33 GMT",PRJ-052,Test Case 374,USER-066,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-374,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
"Tue, 22 Oct 2024 02:29:34 GMT",PRJ-094,Test Case 375,USER-012,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-375,Session management,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Medium
"Tue, 22 Oct 2024 02:29:35 GMT",PRJ-055,Test Case 376,USER-028,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-376,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
,PRJ-073,Test Case 377,USER-063,,APP,Not started,TC-377,Login form,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:29:36 GMT",PRJ-016,Test Case 378,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-378,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Medium
"Tue, 22 Oct 2024 02:29:38 GMT",PRJ-084,Test Case 379,USER-039,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-379,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
,PRJ-048,Test Case 380,USER-086,,WEB,In progress,TC-380,Payment gateway,Not Started,,,,,,,,User profile page,Critical
